X,Y,OBJECTID,CECPlantID,PlantName,EIAPlantID,RPS_Eligible,SmallPlant,Peaker,Small_Hydro,SolarThermal,Pumped_Storage,Pumping_Generating,SelfGeneration,SelfGenerationNAICSID,CoGeneration,CoGenerationNAICSID,NoReport,Retired_Plant,CEC_Jurisdictional,OwnerID,UtilityID,OperatorCompanyID,PreparerCompanyID,Street,City,County,State,Zip,Capacity_Latest,Units,PriEnergySource,LastReportedYear,Lon_WGS84,Lat_WGS84,Annual_Hyperlink,Monthly_Hyperlink,Elevation,Elevation_ft
-115.2410899,33.68458829,215,S0712,Maverick Solar,61710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EDF Renewable Energy Inc,,EDF Renewable Energy Inc,EDF Renewable Energy Inc,29722 Corn Springs Rd,Desert Center,Riverside,CA,92239,125,Unit 1,SUN,2021,-115.2411016,33.68459327,https://repository.energy.ca.gov/powerplantsgeneration/S0712_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0712_monthly.png,205.8874,675.4835968
-115.2410824,33.68458659,216,S0713,Maverick Solar 4,63732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EDF Renewable Energy Inc,,EDF Renewable Energy Inc,EDF Renewable Energy Inc,29722 Corn Springs Rd,Desert Center,Riverside,CA,92239,100,Unit 1,SUN,2021,-115.2410941,33.68459157,https://repository.energy.ca.gov/powerplantsgeneration/S0713_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0713_monthly.png,205.8874,675.4835968
-114.9184389,33.56540436,217,S0114,Ironwood State Prison,58513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Longroad Energy,Not Available,Longroad Energy,Longroad Energy,19005 Wiley's Well Rd,Blythe,Riverside,CA,92225,1,1,SUN,2021,-114.9184504,33.56540934,https://repository.energy.ca.gov/powerplantsgeneration/S0114_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,134.7376,442.0524941
-114.994146,33.6663832,218,S0259,Genesis Solar Energy Project,57394,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Genesis Solar LLC,Southern California Edison (SCE),Genesis Solar LLC,Genesis Solar LLC,11995 Wiley's Well Rd,Blythe,Riverside,CA,92226,250,"Unit 1, Unit 2",SUN,2021,-114.9941576,33.66638819,https://repository.energy.ca.gov/powerplantsgeneration/S0259_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0259_monthly.png,116.7675,383.095473
-114.9192349,33.56703766,219,S0357,Ironwood State Prison II,57007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,19005 Wiley's Well Rd,Blythe,Riverside,CA,92225,4,1,SUN,2021,-114.9192465,33.56704264,https://repository.energy.ca.gov/powerplantsgeneration/S0357_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,133.5706,438.2237539
-114.7451718,33.59168359,220,S0111,Blythe 1 Solar,56939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clearway Energy,Southern California Edison (SCE),Clearway Energy,Clearway Energy,19151 15th Ave.,Blythe,Riverside,CA,92225,21,1,SUN,2021,-114.7451833,33.59168858,https://repository.energy.ca.gov/powerplantsgeneration/S0111_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0111_monthly.png,119.3078,391.4297906
-114.9030858,33.56512899,221,S0122,Chuckawalla Valley State Prison (CVSP),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Longroad Energy,Not Available,Longroad Energy,Longroad Energy,19025 Wiley's Well Rd,Blythe,Riverside,CA,92225,1,Unit 1,SUN,2021,-114.9030974,33.56513397,https://repository.energy.ca.gov/powerplantsgeneration/S0122_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,135.1231,443.3172579
-114.7397105,33.69471699,222,S0346,McCoy Solar LLC,58462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,McCoy Solar LLC,Southern California Edison (SCE),McCoy Solar LLC,McCoy Solar LLC,1990 Dracker Drive,Blythe,Riverside,CA,92226,250,Unit 1,SUN,2021,-114.739722,33.694722,https://repository.energy.ca.gov/powerplantsgeneration/S0346_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0346_monthly.png,146.8938,481.9350401
-114.7419347,33.6797099,223,S0519,Blythe Solar 110 LLC,60093,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Blythe Solar 110 LLC,Southern California Edison (SCE),Blythe Solar 110 LLC,Blythe Solar 110 LLC,4000 Dracker Drive,Blythe,Riverside,CA,92226,110,Unit 1,SUN,2021,-114.7419463,33.6797149,https://repository.energy.ca.gov/powerplantsgeneration/S0519_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0519_monthly.png,144.2805,473.3612212
-114.7632403,33.67416111,224,S0699,"Blythe Solar III, LLC",60094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NextEra Energy Resources LLC,,NextEra Energy Resources LLC,NextEra Energy Resources LLC,4000 Draker Dr,Blythe,Riverside,CA,92225,125,Unit 3,SUN,2021,-114.7632519,33.67416611,https://repository.energy.ca.gov/powerplantsgeneration/S0699_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0699_monthly.png,158.4332,519.793964
-114.7549154,33.6493441,225,S0708,Blythe Solar IV LLC,60095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NextEra Energy Resources LLC,,NextEra Energy Resources LLC,NextEra Energy Resources LLC,4000 Dracker Drive,Blythe,Riverside,CA,92225,125,Unit 4,SUN,2021,-114.7549269,33.6493491,https://repository.energy.ca.gov/powerplantsgeneration/S0708_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0708_monthly.png,147.657,484.4389771
-114.5720896,33.59902107,226,S0406,Venable Solar 1,59455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NextEra Energy Resources LLC,Southern California Edison (SCE),NextEra Energy Resources LLC,NextEra Energy Resources LLC,881 1/2 South Intake Blvd,Blythe,Riverside,CA,92225,1.5,Venable 1,SUN,2021,-114.5721011,33.59902607,https://repository.energy.ca.gov/powerplantsgeneration/S0406_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,80.79568,265.0776907
-114.5721533,33.59729063,227,S0407,Venable Solar 2,58290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NextEra Energy Resources LLC,Southern California Edison (SCE),NextEra Energy Resources LLC,NextEra Energy Resources LLC,882 South Intake Blvd,Blythe,Riverside,CA,92225,1.5,Venable 2,SUN,2021,-114.5721648,33.59729563,https://repository.energy.ca.gov/powerplantsgeneration/S0407_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,80.74076,264.897507
-114.6908713,33.61484967,228,S0529,Blythe Solar II LLC,60092,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NRG Solar Blythe II LLC,Southern California Edison (SCE),NRG Solar Blythe II LLC,NRG Solar Blythe II LLC,4000 Dracker Drive,Blythe,Riverside,CA,92226,125,Unit 1,SUN,2021,-114.6908828,33.61485467,https://repository.energy.ca.gov/powerplantsgeneration/S0529_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0529_monthly.png,105.9254,347.5242787
-114.7031505,33.62696675,229,S0601,NRG Blythe Solar II LLC,60093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Blythe Solar 110 LLC,Southern California Edison (SCE),Blythe Solar 110 LLC,Blythe Solar 110 LLC,16490 Riverside Ave.,Blythe,Riverside,CA,92225,20,Unit 1,SUN,2021,-114.703162,33.62697175,https://repository.energy.ca.gov/powerplantsgeneration/S0601_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S0601_monthly.png,120.6619,395.8723759
-114.6861771,33.6158497,230,G0787,Blythe Energy Project,55295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Altagas Blythe Operations Inc,Western Area Power Administration � Sierra Nevada,Altagas Blythe Operations Inc,Altagas Blythe Operations Inc,385 North Buck Boulevard,Blythe,Riverside,CA,92225,537,"CT11, CT12, ST10",NG,2021,-114.6861886,33.6158547,https://repository.energy.ca.gov/powerplantsgeneration/G0787_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0787_monthly.png,103.6737,340.1368115
-118.3825277,33.92226484,231,B0012,Los Angeles Air Force Base BESS,MISSING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,7033 Hawarden Dr,Riverside,Riverside,CA,92506,,,,,-118.3825399,33.92226968,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,30.77204,100.9581366
-118.349621,33.79291815,232,E0130,Palos Verdes Gas to Energy Facility - Retired Oct 2011,10473,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Sanitation Districts of Los Angeles County,Southern California Edison (SCE),Sanitation Districts of Los Angeles County,Sanitation Districts of Los Angeles County,25704 Hawthorne Boulevard,Rolling Hills Estates,Los Angeles,CA,92704,0,,,2011,-118.3496332,33.79292298,https://repository.energy.ca.gov/powerplantsgeneration/E0130_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0130_monthly.png,83.52175,274.0214899
-118.4245254,33.91023844,233,G0053,El Segundo Energy Center,57901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,El Segundo Power LLC,Southern California Edison (SCE),NRG El Segundo Operations,NRG El Segundo Operations,301 Vista Del Mar,El Segundo,Los Angeles,CA,90245,526,"UNIT 5, UNIT 6, UNIT 7, UNIT 8",NG,2021,-118.4245377,33.91024327,https://repository.energy.ca.gov/powerplantsgeneration/G0053_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0053_monthly.png,5.685932,18.65463257
-118.4036418,33.90559448,234,G0105,Chevron El Segundo Refinery Cogeneration,10213,0,0,0,0,0,0,0,1,324100,1,324100,0,0,0,Chevron Products Co - SoCal,Southern California Edison (SCE),Chevron Products Co - SoCal,Chevron Products Co - SoCal,324 West El Segundo Boulevard,El Segundo,Los Angeles,CA,90245,180.42,"GEN 1, GEN 2, GEN 5, GEN 6, GEN 7, Gen 8",NG,2021,-118.403654,33.90559931,https://repository.energy.ca.gov/powerplantsgeneration/G0105_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0105_monthly.png,35.38515,116.093012
-118.4248225,33.91013855,235,G0194,El Segundo Power Station - Retired 12/31/2015,330,0,0,0,0,0,0,0,0,0,0,0,1,1,0,El Segundo Power LLC,Southern California Edison (SCE),NRG El Segundo Operations,NRG El Segundo Operations,301 Vista Del Mar,El Segundo,Los Angeles,CA,90245,0,,,2015,-118.4248347,33.91014338,https://repository.energy.ca.gov/powerplantsgeneration/G0194_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0194_monthly.png,3.988433,13.08541012
-118.3947385,33.84984019,236,G0490,Redondo Beach LLC_(AES),356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AES Redondo Beach LLC,Southern California Edison (SCE),AES Redondo Beach LLC,AES Redondo Beach LLC,1100 North Harbor Drive,Redondo Beach,Los Angeles,CA,90277,849.77,"5, 6, 8",NG,2021,-118.3947507,33.84984501,https://repository.energy.ca.gov/powerplantsgeneration/G0490_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0490_monthly.png,4.882483,16.01864504
-118.4275407,33.9182899,237,G0549,Scattergood,404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),12700 Vista Del Mar,Del Rey,Los Angeles,CA,90293,876.02,"Unit #1, Unit #2, Unit #4, Unit #5, Unit #6, Unit #7",NG,2021,-118.4275529,33.91829473,https://repository.energy.ca.gov/powerplantsgeneration/G0549_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0549_monthly.png,11.14738,36.57276908
-118.4045849,33.94336391,238,G0803,Central Utility Plant (LAX),10048,0,1,0,0,0,0,0,0,0,1,488110,0,0,0,LAX Airport,Los Angeles Department of Water & Power (LADWP),LAX Airport,LAX Airport,275 Center Way,Los Angeles,Los Angeles,CA,90045,8,"1RP, 2RP",NG,2021,-118.4045971,33.94336875,https://repository.energy.ca.gov/powerplantsgeneration/G0803_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,32.61646,107.0093834
-118.19131,33.76633244,239,G0925,THUMS,56051,0,0,0,0,0,0,0,1,211111,0,0,0,0,0,THUMS Long Beach Company,Southern California Edison (SCE),THUMS Long Beach Company,THUMS Long Beach Company,1411 Pier D Street,Long Beach,Los Angeles,CA,90802,47.8,LM-600,NG,2021,-118.1913222,33.76633727,https://repository.energy.ca.gov/powerplantsgeneration/G0925_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0925_monthly.png,3.178752,10.42897639
-118.3059355,33.86082216,240,G1030,Toyota Technical Center,MISSING,0,1,0,0,0,0,0,1,336399,1,336399,0,0,0,Toyota Motor Engineering & Manufacturing NA Inc,Los Angeles Department of Water & Power (LADWP),Toyota Motor Engineering & Manufacturing NA Inc,Toyota Motor Engineering & Manufacturing NA Inc,1630 W. 186th St.,Gardena,Los Angeles,CA,90248,1.39,Unit 1,GAS,2021,-118.3059477,33.86082699,https://repository.energy.ca.gov/powerplantsgeneration/G1030_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,16.84521,55.26643709
-118.2901138,33.87459492,241,G9900,AT&T Services Inc.,Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Los Angeles Department of Water & Power (LADWP),Not Available,Not Available,17200 S. Vermont,Gardena,Los Angeles,CA,90247,,,,,-118.290126,33.87459976,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,7.389259,24.24297576
-118.1687492,33.92553681,242,G0621,Techni-Cast,Missing,0,1,0,0,0,0,0,1,331528,1,331528,1,1,0,Techni-Cast Corporation,Los Angeles Department of Water & Power (LADWP),Techni-Cast Corporation,Techni-Cast Corporation,11220 South Garfield Avenue,South Gate,Los Angeles,CA,90280,1.42,1,NG,2021,-118.1687613,33.92554165,https://repository.energy.ca.gov/powerplantsgeneration/G0621_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,28.54992,93.66771668
-118.2358921,33.79584841,243,G0765,Linde Wilmington (Retired 12/2002),50148,0,1,0,0,0,0,0,1,325120,1,325120,1,1,0,Praxair Inc,Los Angeles Department of Water & Power (LADWP),Praxair Inc,Praxair Inc,2300 East Pacific Coast Hwy,Wilmington,Los Angeles,CA,90744,0,,,2002,-118.2359043,33.79585324,https://repository.energy.ca.gov/powerplantsgeneration/G0765_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,4.952735,16.2491306
-118.2411348,33.79415883,244,S0144,Konoike Pacific California Inc,57310,1,1,0,0,0,0,0,1,493120,0,0,0,0,0,Konoike Pacific California Inc,Los Angeles Department of Water & Power (LADWP),Konoike Pacific California Inc,Konoike Pacific California Inc,1420 Coil Avenue,Wilmington,Los Angeles,CA,90744,1.4,Unit 1,SUN,2021,-118.241147,33.79416366,https://repository.energy.ca.gov/powerplantsgeneration/S0144_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,12.28692,40.31141738
-118.2863722,33.7845674,245,S0152,LA Harbor College,57314,1,1,0,0,0,0,0,1,611210,0,0,0,0,0,Los Angeles Community College District,Los Angeles Department of Water & Power (LADWP),Los Angeles Community College District,Los Angeles Community College District,1111 Figueroa Place,Wilmington,Los Angeles,CA,90744,2.11,"1, 2",SUN,2021,-118.2863844,33.78457222,https://repository.energy.ca.gov/powerplantsgeneration/S0152_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,7.778707,25.5206923
-118.2847861,33.7833454,246,S0182,Harbor College  LACCD,57314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Los Angeles Community College District,Los Angeles Department of Water & Power (LADWP),Los Angeles Community College District,Los Angeles Department of Water & Power (LADWP),1111 Figueroa Place,Wilmington,Los Angeles,CA,90744,1.1,SIP1042132,SUN,2021,-118.2847983,33.78335023,https://repository.energy.ca.gov/powerplantsgeneration/S0182_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,8.427724,27.65001317
-118.3103309,33.85763655,247,S0455,"SunE - Torrance
",MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,19001 S. Western Avenue,Torrance,Los Angeles,CA,90501,0.98,Unit 1,SUN,2021,-118.3103431,33.85764138,https://repository.energy.ca.gov/powerplantsgeneration/S0455_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,19.0264,62.42257227
-118.2097879,33.82914317,248,S0620,ATT (DirecTV Broadcast),MISSING,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Tesla Inc.,Not Available,Tesla Inc.,Tesla Inc.,3800 Via Oro Avenue,Long Beach,Los Angeles,CA,90810,1.02,908628-CA,SUN,2021,-118.2098001,33.829148,https://repository.energy.ca.gov/powerplantsgeneration/S0620_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,9.890996,32.45077433
-118.2281364,33.77594656,249,C0002,Los Angeles Refinery - Calciner,10601,0,0,0,0,0,0,0,1,324100,1,324100,0,0,0,Tesoro Refining & Marketing Company LLC,Southern California Edison (SCE),Tesoro Refining & Marketing Company LLC,Tesoro Refining & Marketing Company LLC,2450 Pier B Street,Long Beach,Los Angeles,CA,90813,35.8,UNIT 1,PC,2021,-118.2281486,33.77595139,https://repository.energy.ca.gov/powerplantsgeneration/C0002_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0002_monthly.png,1.028264,3.373569559
-118.2403529,33.75926576,250,E0112,Southeast Resource Recovery,50837,0,0,0,0,0,0,0,0,0,1,562213,0,0,0,SERRF Joint Powers Authority,Southern California Edison (SCE),Montenay Pacific Power Corp,City of Long Beach,120 Henry Ford Avenue,Long Beach,Los Angeles,CA,90802,34.6,1,MSW,2021,-118.2403651,33.75927058,https://repository.energy.ca.gov/powerplantsgeneration/E0112_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0112_monthly.png,2.103693,6.901879932
-118.2847799,33.80181191,251,E0212,Total Energy Facilities,10091,1,0,0,0,0,0,0,1,221320,1,221320,0,0,0,Sanitation Districts of Los Angeles County,Southern California Edison (SCE),Sanitation Districts of Los Angeles County,Sanitation Districts of Los Angeles County,24501 South Figueroa,Carson,Los Angeles,CA,90745,38.4,"GEN 1, GEN 2, GEN 3, GEN 4-repower",OBG,2021,-118.284792,33.80181674,https://repository.energy.ca.gov/powerplantsgeneration/E0212_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0212_monthly.png,11.29706,37.0638452
-118.2407495,33.80926037,252,G0034,Andeavor Los Angeles Refinery,50540,0,0,0,0,0,0,0,1,324110,1,324100,0,0,0,Tesoro LAR,Southern California Edison (SCE),Tesoro LAR,Tesoro LAR,2350 East 223rd Street,Carson,Los Angeles,CA,90749,0,,,2021,-118.2407617,33.8092652,https://repository.energy.ca.gov/powerplantsgeneration/G0034_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0034_monthly.png,10.53035,34.54839244
-118.2445683,33.81655342,253,G0035,Watson Cogeneration Co,50216,0,0,0,0,0,0,0,1,324110,1,324110,0,0,1,Watson Cogeneration Company (Tesoro Refining & Marketing),Southern California Edison (SCE),Watson Cogeneration Company (Tesoro Refining & Marketing),Watson Cogeneration Company (Tesoro Refining & Marketing),22850 South Wilmington Avenue,Carson,Los Angeles,CA,90749,398,"GN91, GN92, GN93, GN94, GN95, GN96",NG,2021,-118.2445805,33.81655825,https://repository.energy.ca.gov/powerplantsgeneration/G0035_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0035_monthly.png,10.12444,33.21666672
-118.2333662,33.77763956,254,G0078,Wilmington - Air Products,55557,0,0,0,0,0,0,0,1,325120,1,324110,0,0,0,Air Products and Chemicals Inc,Los Angeles Department of Water & Power (LADWP),Air Products and Chemicals Inc,Air Products and Chemicals Inc,700 North Henry Ford Avenue,Wilmington,Los Angeles,CA,90744,31.9,T101,WH,2021,-118.2333784,33.77764439,https://repository.energy.ca.gov/powerplantsgeneration/G0078_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0078_monthly.png,2.477275,8.127542663
-118.2493136,33.87614198,255,G0084,Carson Cogeneration Company,10169,0,0,0,0,0,0,0,1,221110,1,312113,0,0,0,Carson Cogeneration Company,Southern California Edison (SCE),Carson Cogeneration Company,Carson Cogeneration Company,17171 South Central Avenue,Carson,Los Angeles,CA,90746,0,,,2021,-118.2493258,33.87614682,https://repository.energy.ca.gov/powerplantsgeneration/G0084_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0084_monthly.png,34.78956,114.1389766
-118.2654013,33.769331,256,G0245,Harbor,399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),161 North Island Avenue,Wilmington,Los Angeles,CA,90744,548.18,"Unit #1, Unit #10, Unit #11, Unit #12, Unit #13, Unit #14, Unit #2, Unit #5",NG,2021,-118.2654135,33.76933583,https://repository.energy.ca.gov/powerplantsgeneration/G0245_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0245_monthly.png,4.969965,16.30565947
-118.2402791,33.78024431,257,G0246,Harbor Cogeneration Co,50541,0,0,0,0,0,0,0,0,0,1,221112,0,0,0,Harbor Cogeneration Co,Southern California Edison (SCE),Harbor Cogeneration Co,Harbor Cogeneration Co,420 Henry Ford Avenue,Wilmington,Los Angeles,CA,90748,0,,,2021,-118.2402913,33.78024914,https://repository.energy.ca.gov/powerplantsgeneration/G0246_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0246_monthly.png,3.145439,10.31968177
-118.2247127,33.76421424,258,G0319,Long Beach Generation LLC,341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Long Beach Generation LLC,Southern California Edison (SCE),Long Beach Generation LLC,Long Beach Generation LLC,2665 Seaside Boulevard,Long Beach,Los Angeles,CA,90802,260,"GT 1, GT 2, GT 3, GT 4",NG,2021,-118.2247249,33.76421907,https://repository.energy.ca.gov/powerplantsgeneration/G0319_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0319_monthly.png,-3.819998,-12.53280186
-118.3299656,33.85315902,259,G0363,Torrance Refinery,60657,0,0,0,0,0,0,0,1,324110,1,324110,0,0,0,PBF Energy LLC,Southern California Edison (SCE),PBF Energy LLC,PBF Energy LLC,3700 West 190th Street,Torrance,Los Angeles,CA,90509,49.28,"EXP1, GTG1, STG1",NG,2021,-118.3299778,33.85316385,https://repository.energy.ca.gov/powerplantsgeneration/G0363_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0363_monthly.png,19.70958,64.66397648
-118.2330996,33.8427577,260,G0495,Rhodia Dominguez Plant,52064,0,1,0,0,0,0,0,1,325000,1,325000,0,0,0,Eco Services Operations Corp,Southern California Edison (SCE),Eco Services Operations Corp,Eco Services Operations Corp,20720 South Wilmington Avenue,Carson,Los Angeles,CA,90746,5,GEN1,NG,2021,-118.2331118,33.84276253,https://repository.energy.ca.gov/powerplantsgeneration/G0495_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,8.792741,28.8475755
-118.2868964,33.76842437,261,G0759,ConocoPhillips Los Angeles Refinery Wilmington Plant,54451,0,0,0,0,0,0,0,1,324110,1,324110,0,0,0,ConocoPhillips,Los Angeles Department of Water & Power (LADWP),ConocoPhillips,ConocoPhillips Company - Los Angeles Refinery,1660 West Anaheim Street,Wilmington,Los Angeles,CA,90748,68.5,Unit G2,OG,2021,-118.2869086,33.76842919,https://repository.energy.ca.gov/powerplantsgeneration/G0759_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0759_monthly.png,34.35593,112.7163059
-118.2345772,33.79017042,262,G0776,Los Angeles Refinery (Tesoro),50530,0,0,0,0,0,0,0,1,324110,1,324110,0,0,0,Tesoro LAR,Los Angeles Department of Water & Power (LADWP),Tesoro LAR,Tesoro LAR,2101 East Pacific Coast Highway,Wilmington,Los Angeles,CA,90748,83,"GEN1, GEN2, GEN3",NG,2021,-118.2345894,33.79017525,https://repository.energy.ca.gov/powerplantsgeneration/G0776_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G0776_monthly.png,3.050404,10.00788715
-118.1004406,33.76929283,263,G1076,Alamitos Energy Center,62115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AES Southland,Southern California Edison (SCE),AES Southland,AES Southland,690 North Studebaker Road,Long Beach,Los Angeles,CA,90803,710,"1A, 1B, 1S",NG,2021,-118.1004527,33.76929766,https://repository.energy.ca.gov/powerplantsgeneration/G1076_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G1076_monthly.png,4.15511,13.63225068
-117.9828514,33.8073185,264,G9111,Barre Peaker,56474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),10670 Dale Avenue,Stanton,Orange,CA,90680,49,1,NG,2021,-117.9828636,33.80732335,https://repository.energy.ca.gov/powerplantsgeneration/G9111_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G9111_monthly.png,23.13189,75.89202767
-118.1047396,33.92957654,265,G9222,Center Peaker,56475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),10639 Firestone Boulevard,Norwalk,Los Angeles,CA,90650,48,1,NG,2021,-118.1047518,33.92958139,https://repository.energy.ca.gov/powerplantsgeneration/G9222_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/G9222_monthly.png,35.6436,116.9409451
-117.9551388,33.925,266,H0119,Coyote Creek,483,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Metropolitan Water District,Southern California Edison (SCE),Metropolitan Water District,Metropolitan Water District,627 South Monte Vista,La Habra,Orange,CA,90631,3.13,1,WAT,2021,-117.955151,33.92500486,https://repository.energy.ca.gov/powerplantsgeneration/H0119_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,75.52808,247.7955384
